"Level","Item","Description","Qty","Packing DOKAR","Packing DOKNR","Label DOKAR","Label DOKNR","Draw ID","Generic Item","FQty","2BOM","SAP Material ID","SAP Template","Blue","Bblock","BBtype","Smartpart"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","","","","","","","","","","HE57S27Z40002"
"5","HE53P30Z81301","PLAQUE DE PRESSE ETOUPE","1","","","","","","","","","","","","","","HE53P30Z81301"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","","","","","","","","","","HE57S27Z40002"
"5","HE53P30Z81302","PLAQUE DE PRESSE ETOUPES","1","","","","","","","","","","","","","","HE53P30Z81302"
"3","HE057-TC-001-P","","1","","","","","","","","","","","","","","HE057_TC-001_P_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-P"
"5","HE53P30Z81401","JOINT DE PLAQUE PE","2","","","","","","","","","","","","","","HE53P30Z81401"
"4","HE57V50-D-02","PLAN VIROLE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57V50-D-02"
"5","HE57P30Z00501","COURONNE SUPPORT/DESSUS DE TORES","2","","","","","","","","","","","","","","HE57P30Z00501"
"4","HE57S90Z80302","INTERFACE FIXATION CONE SANS INDEXAGE","1","","","","","80","","","","","","","","","HE57S90Z80302"
"5","HE57P30Z40601","TUBE TC 750 EQUIPE","1","","","","","","","","","","","","","","HE57P30Z40601"
"4","HE57S90Z50102","INTERFACE INDICAT DE CONE OUVERT OUTDOOR","1","","","","","120","","","","","","","","","HE57S90Z50102"
"5","HE57P30Z80101","BANDE DE GUIDAGE FENDUE","2","","","","","","","","","","","","","","HE57P30Z80101"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE57S30Z002-D-02","PLAN TC EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S30Z002-D-02"
"4","HE057-TC-002-P","","1","","","","","","","","","","","","","","HE057_TC-002_P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"4","HE57S21Z50002-M101","CONE EQUIPE OUVERT T155-7","1","","","","","70","","","","","","","","","HE57S21Z50002-M101"
"5","HE68P30Z80301","PLAQUE PROTECTION BOITE A BORNES TC","1","","","","","240","","","","","","","","","HE68P30Z80301"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","140","","","","","","","","","HE57S27Z40002"
"5","JE4717442405","Polaritätsbez.-Schild niro P1","1","","","","","340","","","","","","","","","JE4717442405"
"4","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","JE4717443105","Polaritätsbez.-Schild niro P2","1","","","","","380","","","","","","","","","JE4717443105"
"3","HE057-TC-002-P","","3","","","","","","","","","","","","","","HE057_TC-002_P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P"
"5","JE4717453001","Weicher kontakt L=406 (85 Kontakte)","6","","","","","40","","","","","","","","","JE4717453001"
"3","HE057-TC-002-P","","3","","","","","","","","","","","","","","HE057_TC-002_P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P"
"5","RANT411034256","HEX HEAD CAP SCREW  M6X20 A2-70 #","8","","","","","290","","","","","","","","","RANT411034256"
"3","HE057-TC-002-P","","3","","","","","","","","","","","","","","HE057_TC-002_P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P"
"5","RANT411034306","HEX HEAD SCREW  M8x20 A2-70 #","8","","","","","210","","","","","","","","","RANT411034306"
"3","HE057-TC-001-P","","6","","","","","","","","","","","","","","HE057_TC-001_P_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-P"
"5","RANT411034480","SCREW M16X90 EN-ISO4017 U5739 A304","8","","","","","170","","","","","","","","","RANT411034480"
"4","HE57V50-D-02","PLAN VIROLE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57V50-D-02"
"5","RANT412034254","SHCS-_M6_X_1_X_16_mm-_SSTA170","2","","","","","260","","","","","","","","","RANT412034254"
"4","HE57S90Z80302","INTERFACE FIXATION CONE SANS INDEXAGE","1","","","","","80","","","","","","","","","HE57S90Z80302"
"5","RANT413034310","Senkschraube I6kt A2-70 M8x40","6","","","","","60","","","","","","","","","RANT413034310"
"4","HE57S90Z50102","INTERFACE INDICAT DE CONE OUVERT OUTDOOR","1","","","","","120","","","","","","","","","HE57S90Z50102"
"5","RANT416134006","NUT M4 EN-ISO4032 U5588 A304","8","","","","","310","","","","","","","","","RANT416134006"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"5","RANT416134012","HEX NUT, STYLE 1 M16 A2-70","8","","","","","160","","","","","","","","","RANT416134012"
"4","HE057-TC-002-P","","1","","","","","","","","","","","","","","HE057_TC-002_P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P"
"5","RANT417005012","PLAIN WASHER NORMAL D16 140 HV A2","16","","","","","150","","","","","","","","","RANT417005012"
"4","HE57S21Z50002-M101","CONE EQUIPE OUVERT T155-7","1","","","","","70","","","","","","","","","HE57S21Z50002-M101"
"5","RANT417006008","PLAIN WASHER NORMAL D6 140 HV A4","10","","","","","250","","","","","","","","","RANT417006008"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","140","","","","","","","","","HE57S27Z40002"
"5","RANT421052018","BLIND RIVET D3,2*11,5 STAINLESS","8","","","","","400","","","","","","","","","RANT421052018"
"4","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"5","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","470","","","","","","","","","HE57S27Z40002"
"3","HE057-TC-001-P","","1","","","","","","","","","","","","","","HE057_TC-001_P_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-P"
"5","HE57S27Z40005","KIT OBTURATION TROU BORGNE T7","1","","","","","480","","","","","","","","","HE57S27Z40005"
"4","HE57V50-D-02","PLAN VIROLE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57V50-D-02"
"5","HE057-12604-71057","","1","","","","","","","","","","","","","","HE057-12604-71057_0001_120_GIS_001_BHT_CT_CUVE CT RAL9016 CEN_HE57P30Z40101-T_BLUE_0_CT2"
"4","HE57S90Z80302","INTERFACE FIXATION CONE SANS INDEXAGE","1","","","","","80","","","","","","","","","HE57S90Z80302"
"6","HE57P30Z40161","ENVELOPPE TC USINEE","1","","","","","","","","","","","","","","HE57P30Z40161"
"4","HE57S90Z50102","INTERFACE INDICAT DE CONE OUVERT OUTDOOR","1","","","","","120","","","","","","","","","HE57S90Z50102"
"5","HE057-31982-81169","","1","","","","","","","","","","","","","","HE057-31982-81169_0001_10_GIS_002_BHT_CT_BRIDE CT RAL9016 CEN_HE57P30Z40501-T_BLUE_0_CT2"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"6","HE57P30Z40561","EMBASE TC USINEE","1","","","","","","","","","","","","","","HE57P30Z40561"
"4","HE057-TC-002-P","","1","","","","","","","","","","","","","","HE057_TC-002_P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P"
"5","HE057-21203-20720","","1","","","","","","","","","","","","","","HE057-21203-20720_0001_280_GIS_003_BHT_CT_COUVERCLE BAB CT RAL9016_HE68P30Z00402-T_BLUE_0_CT2"
"4","HE57S21Z50002-M101","CONE EQUIPE OUVERT T155-7","1","","","","","70","","","","","","","","","HE57S21Z50002-M101"
"6","HE68P30Z00462","PLAQUE BORNIER TC SANS PEINTURE","1","","","","","","","","","","","","","","HE68P30Z00462"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","140","","","","","","","","","HE57S27Z40002"
"5","HE057-30034-32153","","1","","","","","","","","","","","","","","HE057-30034-32153_0001_NA_GIS_104_BHT_CT_PLAQUE SIGN. CT2 5000A DB401_HE_PLA_TC_FAB_BLUE_0_0_0_CT2"
"4","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","150","","","","","","","","","HE57S27Z40001"
"6","HE00P79Z00304","Brut Plaque 144x169 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00304"
"3","HE057-KIT-BAR-S-9","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-9_0001__GIS_RED_028_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-9_NO_0_NOEMPTY_0_204-205-206_ITR_TO_DERAIL"
"5","HE057-CT-BOX-4","BOITE A BORNE","1","","","","","","","","","","","","","","HE057-CT-BOX-4_0001__GIS_RED_005_BHT_CT_BOITE A BORNE_HE057-CT-BOX-1_NO_B_CT2"
"4","HE057-KIT-BAR-S-5","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-5_0001__GIS_RED_024_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-5_NO_0_NOEMPTY_0_204-205-206_ITR_TO_DERAIL"
"6","HE06S30Z013-D-02","PLAN BORNIER","1","","","","","DRAW","","","","","","","","","HE06S30Z013-D-02"
"5","HE00S16Z101-D-01","PLAN TRINGLERIE MALT / DES T155-7","1","","","","","DRAW","","","","","","","","","HE00S16Z101-D-01"
"6","HE431103003","COSSE RONDE M6","1","","","","","0060","","","","","","","","","HE431103003"
"5","HE00P16Z10501","TIGE TRINGLERIE","2","","","","","20","","","","","","","","","HE00P16Z10501"
"6","HE431105002","COSSE RONDE M4 PIDG 1A2,5","12","","","","","0100","","","","","","","","","HE431105002"
"5","HE53P12Z18202","ARBRE DE TRANSMISSION DECALE","1","","","","","60","","","","","","","","","HE53P12Z18202"
"6","RANT412034254","SHCS-_M6_X_1_X_16_mm-_SSTA170","1","","","","","0070","","","","","","","","","RANT412034254"
"5","HE00P16Z40601","RENFORCEMENT GFRP","2","","","","","160","","","","","","","","","HE00P16Z40601"
"6","RANT417006008","PLAIN WASHER NORMAL D6 140 HV A4","1","","","","","0080","","","","","","","","","RANT417006008"
"5","HE00P16Z10201","NOIX ISOLANTE","1","","","","","10","","","","","","","","","HE00P16Z10201"
"6","RANT437201260","Bolzenanschlussklemme OTTA6","14","","","","","0010","","","","","","","","","RANT437201260"
"5","RANT423301233","PALIER SUP.AC 10/12X20","3","","","","","30","","","","","","","","","RANT423301233"
"6","RANT437201704","Deckel D-OttA6","1","","","","","0020","","","","","","","","","RANT437201704"
"5","HE00P16Z10601","LEVIER TRINGLERIE","3","","","","","40","","","","","","","","","HE00P16Z10601"
"6","RANT437201720","END STOP E/UK","2","","","","","0030","","","","","","","","","RANT437201720"
"5","HE00P16Z40301","CAPOT TRINGLERIE  USINE","4","","","","","50","","","","","","","","","HE00P16Z40301"
"6","RANT437201776","Einlegebrücke EB10-OTTA6","2","","","","","0040","","","","","","","","","RANT437201776"
"5","RANT412134316","Zylschraube I6kt A2-70 M8x70","1","","","","","70","","","","","","","","","RANT412134316"
"4","","","1","","","","","","","","","","","","","","100202002"
"5","JE4724762401","Schulterhülse","2","","","","","80","","","","","","","","","JE4724762401"
"5","HE057-CORE03-DB401","","1","","","","","","","","","","","","","","HE057-CORE03-DB401_0001_6000_GIS_001_BHT_CO_CORE N3_HE06-CO-T_BLUE_0_CORE3"
"5","RANT412034309","HEX SOCKET SCREW M8*35 A2-70","14","","","","","90","","","","","","","","","RANT412034309"
"5","HE00P16Z10401","AXE LEVIER TRINGLERIE","3","","","","","100","","","","","","","","","HE00P16Z10401"
"4","","","1","","","","","","","","","","","","","","100202004"
"5","HE00P12Z80001","PLAQUE DE GARDE","3","","","","","110","","","","","","","","","HE00P12Z80001"
"5","HE057-CORE02-DB401","","1","","","","","","","","","","","","","","HE057-CORE02-DB401_0001_6000_GIS_001_BHT_CO_CORE F2_HE06-CO-T_BLUE_0_CORE2"
"4","","","1","","","","","","","","","","","","","","100202006"
"5","RANT417221009","WEDGE-LOCKING WASHER 8 A4","4","","","","","130","","","","","","","","","RANT417221009"
"5","HE057-CORE02-DB401","","1","","","","","","","","","","","","","","HE057-CORE02-DB401_0001_6000_GIS_001_BHT_CO_CORE F2_HE06-CO-T_BLUE_0_CORE2"
"5","RANT412034306","SOCKET HEAD CAP SCREW M8X20 A2-70","4","","","","","140","","","","","","","","","RANT412034306"
"5","HE00P16Z40302","CAPOT TRINGLERIE SUP USINE","2","","","","","150","","","","","","","","","HE00P16Z40302"
"3","","","1","","","","","","","","","","","","","","100202008"
"5","RANT414034070","GOUJON M8x55 A2-70","4","","","","","170","","","","","","","","","RANT414034070"
"4","","","0","","","","","","","","","","","","","","HE057-CT-EXP-5_0001__GIS_RED_001_BHT_CT_CT EQUIPE_HE057-CT-EXP-1_NO_BT_CT2"
"5","HE00P16Z80701","PLAQUE OBTURATRICE","2","","","","","180","","","","","","","","","HE00P16Z80701"
"5","HE00P00Z80801","AERATEUR IP65 HAUT DEBIT","4","","","","","","","","","","","","","","HE00P00Z80801"
"5","RANT417221008","Keilsicherungsscheibe 6 A4","6","","","","","190","","","","","","","","","RANT417221008"
"5","HE00P90Z80002","JOINT TORIQUE 70Sh.A D355,95xD6.99 Butyl","4","","","","","","","","","","","","","","HE00P90Z80002"
"5","RANT412034257","SHCS_M6_X_1_X_25_mm_SSTA170","12","","","","","200","","","","","","","","","RANT412034257"
"5","HE425518001","BANDE CAOUTCH EP 4 COLLE","24","","","","","","","","","","","","","","HE425518001"
"5","RANT417005009","WASHER D8 ISO7089 U6592 A304 #","28","","","","","210","","","","","","","","","RANT417005009"
"5","HE462213004","BOUCHON M25 AGRO","4","","","","","","","","","","","","","","HE462213004"
"5","RANT416134009","HEX NUT, STYLE 1 M8 A2-70 #","16","","","","","220","","","","","","","","","RANT416134009"
"5","HE464175318","RAIL SYMETRIQUE L318","1","","","","","","","","","","","","","","HE464175318"
"5","RANT412034254","SHCS-_M6_X_1_X_16_mm-_SSTA170","6","","","","","240","","","","","","","","","RANT412034254"
"5","HE53P30Z80601","JOINT FLASQUE TC","1","","","","","","","","","","","","","","HE53P30Z80601"
"5","RANT417005010","PLAIN WASHER NORMAL D10 140 HV A2","8","","","","","250","","","","","","","","","RANT417005010"
"5","HE53P30Z80701","FEUILLARD TEXTILE 25mm TC","10","","","","","","","","","","","","","","HE53P30Z80701"
"5","JE4920464001","Warning sign, general","4","","","","","260","","","","","","","","","JE4920464001"
"5","HE53P30Z81201","BOUCLE TC","6","","","","","","","","","","","","","","HE53P30Z81201"
"5","HE00P16Z80601","ROTULE EXCENTRIQUE","4","","","","","270","","","","","","","","","HE00P16Z80601"
"5","HE53P30Z81301","PLAQUE DE PRESSE ETOUPE","1","","","","","","","","","","","","","","HE53P30Z81301"
"5","RANT417005008","PLAINWSHR, 6mm R, SST304 #","12","","","","","280","","","","","","","","","RANT417005008"
"5","HE53P30Z81302","PLAQUE DE PRESSE ETOUPES","1","","","","","","","","","","","","","","HE53P30Z81302"
"3","HE057-TC-001-P","","1","","","","","","","","","","","","","","HE057-TC-001-P_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-P_NO_0_NOEMPTY_204-205-206"
"5","HE53P30Z81401","JOINT DE PLAQUE PE","2","","","","","","","","","","","","","","HE53P30Z81401"
"4","HE057-1443366933","","1","","","","","","","","","","","","","","HE057-802022524_0001_0310_GIS_067_SEH_MEC_ELECTRICAL EQUIPMENT ME4 CPL -14_JE48404242-T_BLUE_0_MEC4"
"5","HE57P30Z00501","COURONNE SUPPORT/DESSUS DE TORES","2","","","","","","","","","","","","","","HE57P30Z00501"
"5","JE48404242-D","JE48404242 Drawing","1","","","","","DRAW","","","","","","","","","JE48404242-D"
"5","HE57P30Z40601","TUBE TC 750 EQUIPE","1","","","","","","","","","","","","","","HE57P30Z40601"
"5","JE4840425214","Nockenschalter Einheit","1","","","","","10","","","","","","","","","JE4840425214"
"5","HE57P30Z80101","BANDE DE GUIDAGE FENDUE","2","","","","","","","","","","","","","","HE57P30Z80101"
"5","JE4910350601","Crimpkontakt-Stift 1,5mm2 versilbert","80","","","","","30","","","","","","","","","JE4910350601"
"5","HE57S30Z002-D-02","PLAN TC EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S30Z002-D-02"
"5","JE4910392501","Stifteinsatz Han 40D-M-c","2","","","","","50","","","","","","","","","JE4910392501"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"5","JE4910394001","Fuehrungsstift","4","","","","","60","","","","","","","","","JE4910394001"
"5","HE68P30Z80301","PLAQUE PROTECTION BOITE A BORNES TC","1","","","","","240","","","","","","","","","HE68P30Z80301"
"5","JE4910394101","Fuehrungsbuchse","4","","","","","70","","","","","","","","","JE4910394101"
"5","JE4717442405","Polaritätsbez.-Schild niro P1","1","","","","","340","","","","","","","","","JE4717442405"
"5","JE4910396801","Stifteinsatz Han Q7/0","2","","","","","90","","","","","","","","","JE4910396801"
"5","JE4717443105","Polaritätsbez.-Schild niro P2","1","","","","","380","","","","","","","","","JE4717443105"
"5","JE4910396901","Kodierpins Stift zu Han Q","2","","","","","100","","","","","","","","","JE4910396901"
"5","JE4717453001","Weicher kontakt L=406 (85 Kontakte)","6","","","","","40","","","","","","","","","JE4717453001"
"5","JE4910398101","Varistoreneinheit 175V","1","","","","","110","","","","","","","","","JE4910398101"
"5","RANT411034256","HEX HEAD CAP SCREW  M6X20 A2-70 #","8","","","","","290","","","","","","","","","RANT411034256"
"5","JE4910399901","Leitermarkierung WMS 4,8(EX9)R weiss","180","","","","","120","","","","","","","","","JE4910399901"
"5","RANT411034306","HEX HEAD SCREW  M8x20 A2-70 #","8","","","","","210","","","","","","","","","RANT411034306"
"5","JE4910703002","Antikon.-Heizung 820 ohm","1","","","","","130","","","","","","","","","JE4910703002"
"5","RANT411034480","SCREW M16X90 EN-ISO4017 U5739 A304","8","","","","","170","","","","","","","","","RANT411034480"
"5","RANT267317311","Aderleitung Halogenfrei 1,5 mm2 schwarz","18","","","","","140","","","","","","","","","RANT267317311"
"5","RANT412034254","SHCS-_M6_X_1_X_16_mm-_SSTA170","2","","","","","260","","","","","","","","","RANT412034254"
"5","RANT419112078","THREAD ROLLING SCREW TORX M3*6","2","","","","","150","","","","","","","","","RANT419112078"
"5","RANT413034310","Senkschraube I6kt A2-70 M8x40","6","","","","","60","","","","","","","","","RANT413034310"
"5","RANT437101033","Aderendhülse mit Kunststoffhülse 1,5-10","80","","","","","160","","","","","","","","","RANT437101033"
"5","RANT416134006","NUT M4 EN-ISO4032 U5588 A304","8","","","","","310","","","","","","","","","RANT416134006"
"5","RANT437102034","Doppeladerendhülse isol. 2x1,5-12","15","","","","","170","","","","","","","","","RANT437102034"
"5","RANT416134012","HEX NUT, STYLE 1 M16 A2-70","8","","","","","160","","","","","","","","","RANT416134012"
